COMPRIDO,COMPRIDO_COMPRIMENTO,COMPRIDO_DURAÇÃO,,,,,,,,,,,,,,,,
COMPRIMIDO,COMPRIMIDO_APERTAR,COMPRIMIDO_COMPORTAMENTO,COMPRIMIDO_REMÉDIO,,,,,,,,,,,,,,,
CONCEBER,CONCEBER_ELABORAR,CONCEBER_ENGRAVIDAR,CONCEBER_ENTENDER,,,,,,,,,,,,,,,
CONCENTRAÇÃO,CONCENTRAÇÃO_AGRUPAR,CONCENTRAÇÃO_ATENÇÃO,CONCENTRAÇÃO_REUNIÃO,,,,,,,,,,,,,,,
CONCURSO,CONCURSO_COMPETIR,CONCURSO_PROVA,,,,,,,,,,,,,,,,
CONEXÃO,CONEXÃO_COERÊNCIA,CONEXÃO_ELÉTRICA,CONEXÃO_INTERNET,CONEXÃO_VÍNCULO,,,,,,,,,,,,,,
CONFORTO,CONFORTO_CONFORTÁVEL,CONFORTO_CONSOLO,,,,,,,,,,,,,,,,
CONFUSÃO,CONFUSÃO_BRIGA,CONFUSÃO_CONFUNDIR,,,,,,,,,,,,,,,,
CONGRESSO,CONGRESSO_ENCONTRO,CONGRESSO_GOVERNO,,,,,,,,,,,,,,,,
CONJUNTO,CONJUNTO_GRUPO,CONJUNTO_MÚSICA,CONJUNTO_ROUPA,,,,,,,,,,,,,,,
CONSELHO,CONSELHO_ACONSELHAR,CONSELHO_GRUPO,CONSELHO_TUTELAR,,,,,,,,,,,,,,,
CONSULTAR,CONSULTAR_CONSELHO,CONSULTAR_MÉDICO,CONSULTAR_PESQUISAR,,,,,,,,,,,,,,,
CONTA,CONTA_BANCÁRIA,CONTA_CORRENTE,CONTA_GOTA,CONTA_LOGIN,CONTA_OPERAÇÃO,CONTA_PAGAR,CONTA_RESPONSABILIDADE,,,,,,,,,,,
CONTADOR,CONTADOR_NARRADOR,CONTADOR_PROFISSÃO,,,,,,,,,,,,,,,,
CONTAGIAR,CONTAGIAR_CORROMPER,CONTAGIAR_DOENÇA,CONTAGIAR_SENTIMENTO,,,,,,,,,,,,,,,
